vehiculo,anio,estado,promedio_calificacion,n_resenas
Tesla Model 3 Long Range,2018,Usado,4.75,241
Tesla Model 3 Standard Range Plus,2019,Usado,4.75,475
Acura MDX Advance,2023,Nuevo,4.74,704
BMW 535 i,2015,Usado,4.74,187
BMW M6 M6,2007,Usado,4.74,208
Chevrolet Trailblazer RS,2023,Nuevo,4.74,175
Hyundai Accent GLS,2005,Usado,4.74,341
INFINITI QX70 Base,2017,Usado,4.74,234
INFINITI QX30 Premium,2017,Usado,4.74,640
INFINITI QX80 Base,2016,Usado,4.74,385
INFINITI QX50 Luxe,2023,Nuevo,4.74,666
Lexus LX 570 Three-Row,2020,Usado,4.74,627
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.74,386
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,4.74,234
Porsche Cayenne S,2008,Usado,4.74,89
Porsche Panamera 4S,2011,Usado,4.74,374
Tesla Model S 70,2015,Usado,4.74,553
Tesla Model X 75D,2018,Usado,4.74,335
Tesla Model Y Long Range,2020,Usado,4.74,369
Acura MDX Technology,2023,Acura Certified,4.73,279
BMW X3 sDrive30i,2021,Usado,4.73,522
BMW M8 Competition,2020,Usado,4.73,187
BMW X5 xDrive35i,2016,Usado,4.73,202
BMW X1 sDrive28i,2022,Usado,4.73,115
BMW X3 M AWD,2023,Nuevo,4.73,373
Chevrolet Camaro 1SS,2023,Nuevo,4.73,744
Dodge Durango SRT 392,2022,Nuevo,4.73,374
Hyundai Santa Fe Limited 2.0T,2020,Usado,4.73,569
INFINITI Q50 3.0T Premium,2016,Usado,4.73,18
Lexus GX 460 Luxury,2019,Usado,4.73,649
Lexus ES 350 Base,2012,Usado,4.73,154
Porsche Taycan 4S,2020,Usado,4.73,262
Porsche Macan Base,2021,Usado,4.73,713
Porsche Panamera S,2016,Usado,4.73,628
Tesla Model S 85D,2015,Usado,4.73,38
Tesla Model Y Performance,2021,Usado,4.73,120
Tesla Model 3 Long Range,2022,Usado,4.73,457
Acura MDX 3.5L,2019,Usado,4.72,573
BMW M5 Base,2018,Usado,4.72,61
Chevrolet Silverado 1500 WT,2022,Nuevo,4.72,447
Chevrolet Suburban High Country,2023,Nuevo,4.72,204
Dodge Durango GT,2022,Nuevo,4.72,686
Dodge Durango GT,2022,Nuevo,4.72,208
Dodge Grand Caravan SXT,2020,Usado,4.72,67
Hyundai Santa Fe Limited,2014,Usado,4.72,613
Hyundai Santa Fe HEV Limited,2023,Nuevo,4.72,268
Hyundai Elantra GT Base,2017,Usado,4.72,304
Hyundai Tucson SE,2021,Usado,4.72,345
INFINITI QX80 SENSORY,2021,Usado,4.72,257
INFINITI Q50 Premium,2015,Usado,4.72,281
INFINITI Q50 3.0t Signature Edition,2019,Usado,4.72,460
Mercedes-Benz Sprinter 2500 144 WB Standard Roof Crew,2023,Nuevo,4.72,65
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,4.72,283
Porsche Cayenne Base,2021,Porsche Certified,4.72,484
Porsche Boxster Base,2013,Usado,4.72,539
BMW X4 M AWD,2020,Usado,4.71,287
Chevrolet Malibu RS,2023,Nuevo,4.71,692
Chevrolet Camaro 2LT,2023,Nuevo,4.71,108
Dodge Durango R/T,2021,Usado,4.71,243
Dodge Challenger R/T,2022,Nuevo,4.71,43
Dodge Durango GT,2022,Nuevo,4.71,154
Hyundai Sonata Limited,2020,Usado,4.71,591
INFINITI QX80 SENSORY,2022,Nuevo,4.71,709
INFINITI QX80 PREMIUM SELECT,2021,Usado,4.71,176
INFINITI QX60 Luxe,2023,Nuevo,4.71,337
Lexus IS 350 F Sport,2021,Usado,4.71,631
Porsche Cayenne Base,2019,Usado,4.71,625
Tesla Model 3 Long Range,2022,Usado,4.71,13
Tesla Model 3 Standard Range Plus,2020,Usado,4.71,48
Acura ILX Premium Package,2020,Acura Certified,4.7,660
Acura MDX 3.7L,2013,Usado,4.7,581
Acura TL Technology,2011,Usado,4.7,586
Acura MDX 3.5L w/Technology Package,2020,Usado,4.7,196
Acura TLX V6,2017,Usado,4.7,73
Acura MDX Technology,2023,Nuevo,4.7,585
BMW 760 760i xDrive,2023,Nuevo,4.7,232
BMW Z4 sDrive35i,2015,Usado,4.7,354
Chevrolet Tahoe LS,2023,Nuevo,4.7,128
Chevrolet Camaro ZL1,2023,Nuevo,4.7,637
Chevrolet Camaro 1SS,2023,Nuevo,4.7,798
Dodge Charger R/T,2022,Nuevo,4.7,295
Ford Mustang GT Premium,2022,Nuevo,4.7,123
INFINITI QX60 Luxe,2022,INFINITI Certified,4.7,300
Lexus LC 500 Base,2023,Nuevo,4.7,80
Mercedes-Benz GLA 250 Base 4MATIC,2023,Nuevo,4.7,57
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,4.7,7
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,4.7,542
Tesla Model Y Long Range,2022,Usado,4.7,378
Acura TLX FWD,2015,Usado,4.69,43
Acura MDX Technology,2023,Nuevo,4.69,460
BMW 740 i,2023,Nuevo,4.69,478
BMW 320 i,2014,Usado,4.69,60
BMW 840 i xDrive,2020,BMW Certified,4.69,286
BMW 650 i,2017,Usado,4.69,719
Chevrolet Impala LS,2018,Chevrolet Certified,4.69,614
Chevrolet Traverse Premier,2023,Nuevo,4.69,653
Dodge Charger GT,2018,Usado,4.69,549
Dodge Charger SRT Hellcat,2015,Usado,4.69,424
Dodge Charger R/T,2011,Usado,4.69,653
INFINITI QX50 Journey,2014,Usado,4.69,512
INFINITI QX60 Luxe,2023,Nuevo,4.69,705
Lexus LS 460 Base,2014,Usado,4.69,710
Lexus IS 350 F Sport,2023,Nuevo,4.69,740
Lexus RX 450h Base,2013,Usado,4.69,234
Acura Integra w/A-Spec Tech Package,2023,Nuevo,4.68,227
Acura TLX A-Spec,2020,Usado,4.68,177
Acura TLX Technology,2023,Nuevo,4.68,361
BMW 330e xDrive,2023,Nuevo,4.68,374
BMW M4 Competition xDrive,2023,Nuevo,4.68,11
BMW X5 xDrive40i,2020,BMW Certified,4.68,90
BMW 540 i xDrive,2019,Usado,4.68,161
Chevrolet SSR Base,2004,Usado,4.68,244
Hyundai Elantra N Base,2023,Nuevo,4.68,382
Hyundai Santa Cruz 2.5L SEL,2023,Nuevo,4.68,207
Hyundai Sonata N Line,2023,Nuevo,4.68,775
Hyundai Sonata SE,2016,Usado,4.68,432
INFINITI QX60 Base,2018,Usado,4.68,238
INFINITI QX80 Luxe,2019,INFINITI Certified,4.68,14
Lexus RC 350 F Sport,2019,Usado,4.68,174
Lexus LX 570 Base,2013,Usado,4.68,558
Mercedes-Benz EQS 450+ Base,2023,Nuevo,4.68,172
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,4.68,691
Porsche Panamera Turbo,2010,Usado,4.68,409
Porsche 911 Carrera S,2017,Porsche Certified,4.68,537
Porsche 911 Carrera 4,2020,Usado,4.68,549
Tesla Model X P100D,2019,Usado,4.68,524
Tesla Model 3 Long Range,2019,Usado,4.68,621
Acura MDX Type S,2023,Nuevo,4.67,444
Acura MDX 3.5L w/Technology Package,2017,Usado,4.67,447
Acura RDX Advance Package,2018,Usado,4.67,123
Acura TLX Base,2022,Acura Certified,4.67,435
Acura RDX Technology,2014,Usado,4.67,153
Acura RDX A-Spec,2023,Usado,4.67,387
BMW X7 M50i,2021,Usado,4.67,472
Chevrolet Tahoe High Country,2023,Nuevo,4.67,159
Chevrolet Camaro Z28,1993,Usado,4.67,327
Dodge Charger R/T,2022,Nuevo,4.67,688
Hyundai Palisade Limited,2021,Usado,4.67,115
Hyundai Santa Fe Sport 2.4L,2017,Usado,4.67,527
Hyundai Santa Fe SE 2.4,2020,Usado,4.67,482
Lexus GX 460 Base,2017,Usado,4.67,280
Lexus LX 570 570,2019,Usado,4.67,707
Lexus ES 350 F Sport,2020,Usado,4.67,359
Lexus ES 350 Crafted Line,2015,Usado,4.67,697
Mercedes-Benz Sprinter 2500 High Roof,2023,Nuevo,4.67,215
Mercedes-Benz AMG GLE 63 S,2023,Nuevo,4.67,705
Porsche Macan S,2018,Usado,4.67,286
Porsche Cayman Base,2015,Usado,4.67,46
Porsche Cayenne ,2017,Usado,4.67,546
Porsche Macan Base,2022,Usado,4.67,291
Tesla Model 3 Long Range,2022,Usado,4.67,451
Tesla Model S 75D,2018,Usado,4.67,799
Tesla Model Y Long Range,2021,Usado,4.67,51
Acura ILX Technology Package,2019,Usado,4.66,275
Acura RDX A-Spec Advance,2023,Nuevo,4.66,479
Acura MDX 3.5L,2020,Usado,4.66,520
BMW M5 Base,2023,Nuevo,4.66,633
Chevrolet Camaro 1SS,2023,Nuevo,4.66,788
Chevrolet El Camino ,1969,Usado,4.66,537
Chevrolet Blazer 3LT,2022,Nuevo,4.66,653
Chevrolet Suburban Premier,2023,Nuevo,4.66,256
Ford Transit-250 Base,2022,Nuevo,4.66,263
Hyundai Santa Cruz 2.5T Limited,2022,Usado,4.66,127
Hyundai IONIQ Hybrid Blue,2019,Usado,4.66,294
INFINITI QX60 Luxe,2023,Nuevo,4.66,610
Lexus NX 450h+ Luxury,2023,Nuevo,4.66,639
Lexus GX 460 Base,2014,Usado,4.66,393
Porsche Panamera 4S,2011,Usado,4.66,552
Porsche Cayman Base,2014,Usado,4.66,554
Porsche Boxster Base,2015,Usado,4.66,790
Tesla Model X Long Range,2020,Usado,4.66,384
Tesla Model 3 Standard,2018,Usado,4.66,80
Acura Integra A-Spec Technology,2023,Nuevo,4.65,347
Acura TL Technology,2014,Usado,4.65,223
Acura RDX Advance Package,2017,Usado,4.65,100
Acura RDX Technology Package,2019,Usado,4.65,203
Acura RDX Base,2021,Acura Certified,4.65,452
Acura RDX Base,2019,Usado,4.65,537
BMW 740 i xDrive,2020,Usado,4.65,220
BMW 330 Gran Turismo i xDrive,2019,Usado,4.65,332
BMW M3 ,2008,Usado,4.65,250
Chevrolet Impala 2LT,2014,Usado,4.65,774
Hyundai Tucson SEL,2022,Nuevo,4.65,724
INFINITI Q60 3.0t Red Sport 400,2020,Usado,4.65,14
INFINITI G37x Base,2013,Usado,4.65,742
INFINITI QX80 SENSORY,2023,Nuevo,4.65,234
Lexus ES 350 350,2015,Usado,4.65,644
Lexus ES 330 ,2006,Usado,4.65,631
Lexus GX 460 Base,2022,Usado,4.65,250
Lexus RX 350 Premium Plus,2023,Nuevo,4.65,80
Mercedes-Benz E-Class E 350,2022,Nuevo,4.65,124
Porsche Macan ,2023,Nuevo,4.65,103
Tesla Model 3 Long Range,2022,Usado,4.65,570
Acura MDX 3.5L w/Technology Package,2016,Usado,4.64,93
Acura RDX A-Spec,2022,Acura Certified,4.64,145
Acura MDX 3.5L,2020,Usado,4.64,709
Acura MDX A-Spec Package,2022,Usado,4.64,645
Acura TLX Technology,2022,Nuevo,4.64,734
BMW 740 i,2023,Nuevo,4.64,214
BMW X6 xDrive40i,2023,Nuevo,4.64,32
BMW M6 Gran Coupe Gran Coupe,2019,Usado,4.64,429
BMW 320 i,2015,Usado,4.64,775
BMW 650 i xDrive,2014,Usado,4.64,670
Chevrolet Silverado 1500 LT,2022,Nuevo,4.64,676
Chevrolet Camaro LT1,2023,Nuevo,4.64,695
Chevrolet Silverado 2500 LTZ,2023,Nuevo,4.64,394
Dodge Challenger R/T,2022,Nuevo,4.64,85
Dodge Challenger GT,2022,Nuevo,4.64,501
Ford Maverick LARIAT,2023,Nuevo,4.64,559
Ford F-150 Raptor,2023,Nuevo,4.64,394
Hyundai Palisade SEL,2020,Usado,4.64,103
INFINITI QX55 LUXE,2023,Nuevo,4.64,285
Lexus ES 300h Base,2013,Usado,4.64,248
Lexus GX 460 Luxury,2018,Usado,4.64,452
Lexus RX 500h F SPORT PERFORMANCE,2023,Nuevo,4.64,495
Lexus ES 300h Luxury,2022,Usado,4.64,722
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,4.64,39
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,4.64,503
Mercedes-Benz AMG E 53 Base 4MATIC,2023,Nuevo,4.64,589
Porsche 911 GT3,2015,Porsche Certified,4.64,361
Tesla Model 3 Standard Range Plus,2019,Usado,4.64,663
Acura RDX Technology Package,2019,Usado,4.63,125
Acura Integra A-Spec,2023,Nuevo,4.63,562
BMW X4 M40i,2023,Nuevo,4.63,167
BMW 430 i xDrive,2022,Nuevo,4.63,610
BMW 540 i,2023,Nuevo,4.63,334
Chevrolet Tahoe High Country,2023,Nuevo,4.63,515
Chevrolet Tahoe LT,2023,Nuevo,4.63,447
Chevrolet Trailblazer ACTIV,2023,Nuevo,4.63,627
Dodge Challenger R/T,2023,Nuevo,4.63,536
Dodge Challenger SRT Hellcat,2023,Nuevo,4.63,121
Dodge Avenger SE,2012,Usado,4.63,558
INFINITI QX60 SENSORY,2023,Usado,4.63,155
INFINITI QX60 Base,2017,Usado,4.63,759
Lexus IS 250 Base,2013,Usado,4.63,323
Lexus UX 250h Base,2022,Usado,4.63,620
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,4.63,245
Porsche Boxster ,2002,Usado,4.63,204
Porsche Panamera 4S,2020,Usado,4.63,462
Tesla Model Y Long Range,2021,Usado,4.63,57
Acura MDX 3.5L Technology Package,2014,Usado,4.62,548
BMW M4 Base,2018,Usado,4.62,234
Chevrolet Bolt EUV LT,2023,Nuevo,4.62,771
Chevrolet Silverado 1500 Custom,2023,Nuevo,4.62,755
Dodge Durango Citadel,2022,Nuevo,4.62,727
Dodge Charger SXT,2015,Usado,4.62,421
Dodge Challenger R/T Scat Pack,2022,Nuevo,4.62,572
Dodge Durango GT,2020,Dodge Certified,4.62,449
Ford F-150 XLT,2022,Nuevo,4.62,494
Ford F-150 Raptor,2023,Nuevo,4.62,733
Hyundai Veloster Base,2017,Usado,4.62,414
Hyundai Palisade SEL,2021,Usado,4.62,594
INFINITI Q70L 3.7X LUXE,2018,Usado,4.62,771
INFINITI QX80 Luxe,2019,Usado,4.62,447
Lexus RX 350L Premium,2018,Usado,4.62,364
Lexus RC 350 F Sport,2019,Usado,4.62,205
Lexus GS 350 ,2015,Usado,4.62,422
Lexus GX 470 ,2007,Usado,4.62,636
Lexus RX 350 350,2019,Usado,4.62,116
Lexus NX 300 Base,2019,Usado,4.62,99
Lexus RX 350 F Sport,2018,Usado,4.62,659
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,4.62,202
Porsche 911 Carrera 4 GTS,2015,Usado,4.62,572
Porsche 911 Carrera S,2017,Usado,4.62,595
Tesla Model X 75D,2016,Usado,4.62,289
Tesla Model X Long Range Plus,2020,Usado,4.62,108
Tesla Model Y Performance,2022,Usado,4.62,652
Tesla Model Y Long Range,2021,Usado,4.62,603
Tesla Model S Base,2014,Usado,4.62,529
Tesla Model X 90D,2016,Usado,4.62,194
Acura MDX 3.5L,2016,Usado,4.61,654
Acura Integra A-Spec Technology,2023,Nuevo,4.61,710
Chevrolet Camaro 1LT,2023,Nuevo,4.61,297
Chevrolet Corvette Stingray w/3LT,2023,Nuevo,4.61,220
Chevrolet Colorado ZR2,2018,Usado,4.61,161
Dodge Durango R/T,2021,Usado,4.61,138
Hyundai IONIQ 5 SE Standard Range,2023,Nuevo,4.61,711
Hyundai Palisade Limited,2023,Nuevo,4.61,406
Hyundai Palisade Limited,2021,Usado,4.61,378
Hyundai Tucson GLS,2013,Usado,4.61,455
Hyundai Tucson Value,2020,Usado,4.61,443
INFINITI QX80 PREMIUM SELECT,2022,Nuevo,4.61,634
Lexus NX 350h Base,2022,Nuevo,4.61,573
Porsche 911 Carrera S,2020,Usado,4.61,58
Porsche 911 GT3,2007,Usado,4.61,501
Tesla Model 3 Standard Range,2019,Usado,4.61,310
Acura RDX Base,2016,Usado,4.6,394
BMW M4 CSL,2023,Nuevo,4.6,543
Chevrolet Silverado 1500 RST,2023,Nuevo,4.6,191
Chevrolet Equinox RS,2022,Nuevo,4.6,122
Chevrolet Tahoe Premier,2023,Nuevo,4.6,761
Chevrolet Tahoe Premier,2023,Nuevo,4.6,509
Dodge Challenger R/T,2015,Dodge Certified,4.6,757
Hyundai Veloster Base,2014,Usado,4.6,739
INFINITI Q60 3.0t Sport,2018,Usado,4.6,207
Lexus RX 350 F Sport,2016,Usado,4.6,389
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.6,100
Porsche Cayenne Turbo,2015,Usado,4.6,64
Porsche Macan ,2018,Usado,4.6,715
Porsche 911 Carrera S,2018,Usado,4.6,154
Porsche Cayman S,2007,Usado,4.6,87
Porsche 911 Carrera 4S Cabriolet,2006,Usado,4.6,459
Tesla Model S AWD,2022,Usado,4.6,791
Tesla Model X ,2023,Usado,4.6,750
BMW M8 ,2020,Usado,4.59,336
BMW X5 xDrive 35i Sport Activity,2013,Usado,4.59,560
BMW X7 xDrive40i,2019,Usado,4.59,563
Chevrolet Silverado 1500 LTZ,2023,Nuevo,4.59,404
Dodge Charger GT,2018,Usado,4.59,622
Dodge Challenger GT,2021,Usado,4.59,216
Ford Bronco Badlands,2023,Nuevo,4.59,251
Ford Mustang Mach-E GT,2023,Nuevo,4.59,782
Hyundai Santa Cruz 2.5T Limited,2023,Nuevo,4.59,249
Hyundai Santa Fe SEL,2023,Nuevo,4.59,770
INFINITI QX60 Base,2018,Usado,4.59,543
Lexus IS 300 Base,2017,Usado,4.59,55
Acura TLX A-Spec,2023,Nuevo,4.58,362
Acura TLX Technology,2022,Nuevo,4.58,367
Acura MDX Advance,2023,Nuevo,4.58,630
BMW X5 M50i,2023,Nuevo,4.58,453
Chevrolet Suburban LT,2021,Usado,4.58,648
Chevrolet Camaro 1SS,2014,Usado,4.58,764
Chevrolet Trax LS,2022,Nuevo,4.58,653
Dodge Durango SXT,2022,Nuevo,4.58,593
Dodge Ram 2500 LT,1994,Usado,4.58,761
Dodge Durango GT,2020,Usado,4.58,316
Dodge Ram 3500 PLOW PACKAGE VERY RARE,2011,Usado,4.58,265
Ford F-250 XLT,2022,Nuevo,4.58,320
INFINITI QX60 Pure,2020,Usado,4.58,604
INFINITI QX56 Base,2007,Usado,4.58,358
INFINITI QX60 SENSORY,2023,Nuevo,4.58,456
INFINITI QX60 AUTOGRAPH,2023,Nuevo,4.58,292
Lexus GX 460 Base,2023,Nuevo,4.58,18
Mercedes-Benz G-Class G 550 4MATIC,2023,Nuevo,4.58,174
Mercedes-Benz GLA 250 Base 4MATIC,2023,Nuevo,4.58,764
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,4.58,670
Porsche Taycan 4S,2020,Usado,4.58,791
Tesla Model X P100D,2016,Usado,4.58,510
Acura ILX Base,2021,Acura Certified,4.57,489
Acura MDX Advance,2023,Nuevo,4.57,308
BMW M440 i xDrive,2023,Usado,4.57,90
Chevrolet Traverse Premier,2023,Nuevo,4.57,244
Ford Mustang GT,2023,Nuevo,4.57,580
Hyundai Elantra SEL,2022,Usado,4.57,316
Hyundai Santa Fe SE,2017,Usado,4.57,692
INFINITI Q50 3.0t LUXE,2019,Usado,4.57,716
INFINITI QX80 PREMIUM SELECT,2023,Nuevo,4.57,453
Lexus IS 250 Base,2007,Usado,4.57,420
Mercedes-Benz EQS 450 Base 4MATIC,2023,Nuevo,4.57,566
Porsche 718 Spyder Base,2022,Usado,4.57,60
Porsche Macan Base,2023,Nuevo,4.57,316
Tesla Model S Long Range,2021,Usado,4.57,439
Tesla Model 3 Performance,2022,Usado,4.57,327
Tesla Model Y Performance,2021,Usado,4.57,279
Acura TLX A-Spec,2022,Nuevo,4.56,544
BMW M4 Competition xDrive,2023,Nuevo,4.56,226
BMW X1 xDrive28i,2021,Usado,4.56,452
BMW X5 xDrive40i,2023,Usado,4.56,622
BMW M4 Competition xDrive,2023,Nuevo,4.56,477
BMW M4 Base,2019,Usado,4.56,710
Chevrolet Tahoe RST,2023,Nuevo,4.56,747
Dodge Journey Crossroad,2020,Usado,4.56,99
Dodge Challenger R/T Scat Pack,2020,Usado,4.56,758
Dodge Charger GT,2022,Nuevo,4.56,476
Ford Explorer XLT,2022,Nuevo,4.56,672
INFINITI QX30 Premium,2017,Usado,4.56,310
INFINITI G37 Journey,2008,Usado,4.56,735
Lexus IS 300 Base,2016,Usado,4.56,663
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,4.56,594
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,4.56,135
Porsche Panamera S,2011,Usado,4.56,595
Porsche Macan Base,2018,Usado,4.56,740
Tesla Model X Long Range Plus,2020,Usado,4.56,782
Tesla Model 3 Mid Range,2018,Usado,4.56,384
Acura Integra A-Spec Technology,2023,Usado,4.55,369
Acura RDX Technology Package,2023,Nuevo,4.55,539
Acura MDX Advance,2023,Nuevo,4.55,284
Chevrolet Malibu 1LS,2023,Nuevo,4.55,632
Chevrolet Suburban Premier,2018,Usado,4.55,450
Chevrolet Suburban High Country,2023,Nuevo,4.55,91
Chevrolet Silverado 2500 LTZ,2019,Usado,4.55,441
Dodge Durango GT,2020,Usado,4.55,592
Lexus RX 350 Base,2015,Usado,4.55,400
Lexus IS 300 IS 300 F SPORT,2019,Usado,4.55,584
Lexus GX 460 Base,2022,Usado,4.55,705
Lexus RX 350L Base,2022,Usado,4.55,163
Lexus ES 300h 300H,2019,Usado,4.55,583
Porsche 911 Carrera S Cabriolet,2009,Usado,4.55,69
Porsche Cayenne Turbo S,2006,Usado,4.55,439
Tesla Model Y Long Range,2021,Usado,4.55,171
Acura TLX A-Spec,2023,Nuevo,4.54,111
Acura TLX FWD,2015,Usado,4.54,538
Acura MDX Advance,2023,Nuevo,4.54,670
Acura RLX Advance Package,2017,Usado,4.54,716
Chevrolet Suburban Z71,2023,Nuevo,4.54,512
Chevrolet Silverado 2500 LTZ,2019,Usado,4.54,614
Chevrolet Colorado Z71,2022,Nuevo,4.54,624
Chevrolet Tahoe High Country,2023,Nuevo,4.54,513
Dodge Challenger SRT Hellcat,2016,Usado,4.54,768
Dodge Durango GT,2022,Nuevo,4.54,258
Dodge Charger SXT,2021,Usado,4.54,231
Dodge Challenger R/T Scat Pack,2022,Nuevo,4.54,341
Dodge Durango GT,2021,Usado,4.54,255
Hyundai Sonata SEL Plus,2023,Nuevo,4.54,764
INFINITI QX80 Luxe,2021,Usado,4.54,608
INFINITI QX80 Luxe,2020,Usado,4.54,718
INFINITI QX80 Luxe,2020,Usado,4.54,641
INFINITI QX50 Base,2016,Usado,4.54,251
INFINITI QX50 Base,2017,Usado,4.54,348
Lexus RX 450hL Base,2020,Usado,4.54,154
Mercedes-Benz AMG GLC 43 GLC 43 AMG 4MATIC,2023,Nuevo,4.54,414
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.54,530
Mercedes-Benz C-Class C 300 4MATIC,2023,Nuevo,4.54,758
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.54,560
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.54,165
Porsche 718 Cayman Base,2018,Porsche Certified,4.54,403
Porsche Macan Base,2018,Usado,4.54,388
Porsche Panamera 4S Executive,2014,Usado,4.54,484
Porsche Macan ,2018,Usado,4.54,123
Porsche Macan Base (PDK),2020,Porsche Certified,4.54,13
Tesla Model 3 Long Range Battery,2018,Usado,4.54,105
Tesla Model 3 Long Range,2021,Usado,4.54,78
Acura TSX 2.4,2010,Usado,4.53,380
BMW M550 i xDrive,2023,Nuevo,4.53,644
BMW 430 i,2023,Nuevo,4.53,255
BMW X5 M50i,2023,Nuevo,4.53,119
BMW X5 xDrive30i,2009,Usado,4.53,496
Chevrolet Colorado WT,2022,Nuevo,4.53,624
Chevrolet Silverado 2500 LTZ,2021,Usado,4.53,571
Dodge Challenger SRT Hellcat,2020,Usado,4.53,754
Ford F-250 XLT,2022,Nuevo,4.53,633
Hyundai Santa Fe SE 2.4,2020,Usado,4.53,491
INFINITI QX70 Base,2017,Usado,4.53,97
INFINITI QX50 Base,2016,Usado,4.53,477
Mercedes-Benz Sprinter 2500 High Roof,2023,Nuevo,4.53,522
Mercedes-Benz G-Class G 550 4MATIC,2023,Nuevo,4.53,755
Porsche Taycan 4S,2020,Porsche Certified,4.53,104
Tesla Model Y Long Range,2021,Usado,4.53,149
Tesla Model Y Long Range,2021,Usado,4.53,326
Acura MDX Technology,2023,Nuevo,4.52,543
BMW i4 Gran Coupe M50,2022,Usado,4.52,229
BMW X4 xDrive28i,2018,Usado,4.52,538
Chevrolet Traverse LT Cloth,2023,Nuevo,4.52,184
Dodge Challenger R/T,2022,Nuevo,4.52,557
Dodge Durango GT,2022,Usado,4.52,434
Ford Mustang GT Premium,2022,Nuevo,4.52,414
Ford F-250 XL,2022,Nuevo,4.52,562
Hyundai Sonata SEL,2021,Usado,4.52,252
INFINITI QX50 Luxe,2023,Nuevo,4.52,562
INFINITI QX50 AUTOGRAPH,2021,INFINITI Certified,4.52,32
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.52,329
Porsche Boxster Base,2015,Usado,4.52,782
Porsche Macan S,2021,Usado,4.52,793
Tesla Model S 100D,2017,Usado,4.52,147
Tesla Model 3 Long Range,2020,Usado,4.52,717
Acura Integra A-Spec,2023,Nuevo,4.51,441
BMW 740 i,2023,Nuevo,4.51,549
BMW 328 Gran Turismo i xDrive SULEV,2016,Usado,4.51,297
BMW 530 i,2021,Usado,4.51,161
Chevrolet Blazer Premier,2023,Nuevo,4.51,164
Chevrolet Colorado Z71,2022,Nuevo,4.51,247
Dodge Challenger R/T Scat Pack,2021,Usado,4.51,697
Dodge Durango SXT,2020,Usado,4.51,632
Dodge Dart SXT,2013,Usado,4.51,18
Dodge Durango Citadel,2014,Usado,4.51,599
Ford F-350 XL,2022,Nuevo,4.51,466
Ford Bronco Sport Outer Banks,2021,Usado,4.51,608
Ford Focus ST Base,2017,Usado,4.51,630
Hyundai Palisade Calligraphy,2023,Nuevo,4.51,676
Hyundai Sonata Limited,2023,Nuevo,4.51,783
Hyundai Elantra SEL,2023,Nuevo,4.51,553
Hyundai Tucson Hybrid SEL Convenience,2023,Nuevo,4.51,373
Hyundai Tucson N Line,2023,Nuevo,4.51,353
Hyundai Elantra HEV Limited,2023,Nuevo,4.51,180
INFINITI Q50 LUXE,2023,Nuevo,4.51,292
INFINITI QX60 Luxe,2019,Usado,4.51,387
Lexus ES 350 Ultra Luxury,2023,Nuevo,4.51,581
Mercedes-Benz EQS 450+ EQS 450+,2022,Nuevo,4.51,166
Porsche 911 Carrera S Cabriolet,2009,Usado,4.51,570
Acura ILX Premium & A-SPEC Packages,2021,Usado,4.5,639
BMW 328 i,2011,Usado,4.5,325
Chevrolet Camaro LT1,2023,Nuevo,4.5,388
Chevrolet Equinox 1LT,2022,Usado,4.5,205
Chevrolet Traverse LT Leather,2023,Nuevo,4.5,429
Chevrolet Colorado ZR2,2020,Usado,4.5,604
Chevrolet Blazer 3LT,2023,Nuevo,4.5,77
Dodge Dart SXT,2016,Usado,4.5,795
Dodge Charger GT,2022,Nuevo,4.5,88
Dodge Challenger SXT,2019,Usado,4.5,227
Dodge Dart GT,2015,Usado,4.5,532
Ford F-150 XL,2022,Nuevo,4.5,102
INFINITI QX50 Luxe,2019,Usado,4.5,31
INFINITI QX80 Base,2014,Usado,4.5,213
INFINITI QX80 SENSORY,2023,Nuevo,4.5,491
Lexus GX 460 Base,2019,Usado,4.5,760
Lexus GS 350 Base,2013,Usado,4.5,576
Lexus RX 350 ,2019,Usado,4.5,560
Lexus RC 350 F Sport,2019,Usado,4.5,351
Lexus IS 350 F Sport,2022,Usado,4.5,411
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.5,266
Porsche Cayenne GTS,2022,Usado,4.5,758
Porsche 911 Targa 4S,2019,Porsche Certified,4.5,691
